l30_4,county,state,Total00,hud_units00,units00,pop2011_13,state_flag,Units_No_Assist_00,Gap_00,Gap_00_No_Assist,per100,per100_No_Assist,state_total00,state_units00,state_hud_units00,State_Units_No_Assist_00,State_Gap_00,State_Gap_00_No_Assist,State_per100,State_per100_No_Assist,MinEli,MaxEli,min_max_same
11900,16011,16,467.8835082,65,180.0937291,45534,0,115.0937291,287.7897791,352.7897791,38.49114704,24.59880014,,,,,,,,,,,
18300,16013,16,457.2923746,11,192.2312474,21193,0,181.2312474,265.0611272,276.0611272,42.0368364,39.63137316,,,,,,,,,,,
12000,16015,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16017,16,596.3556518,28,233.7426937,40660,0,205.7426937,362.6129581,390.6129581,39.19518378,34.49999896,,,,,,,,,,,
14200,16019,16,1815.798883,306,971.6564246,106737,0,665.6564246,844.1424581,1150.142458,53.51123596,36.65914937,,,,,,,,,,,
11900,16021,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
12050,16023,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16025,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
15050,16027,16,3021,338,1341,194687,0,1003,1680,2018,44.38927507,33.20092685,,,,,,,,,,,
12050,16029,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16031,16,274.2606714,52,115.2905097,23241,0,63.29050974,158.9701616,210.9701616,42.0368364,23.07677197,,,,,,,,,,,
12050,16033,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16035,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16037,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16039,16,477.8007477,46,227.0321495,26257,0,181.0321495,250.7685981,296.7685981,47.51607247,37.88862835,,,,,,,,,,,
12050,16041,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16043,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16045,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16047,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16049,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
12050,16051,16,149.1620112,17,79.81843575,26650,0,62.81843575,69.34357542,86.34357542,53.51123595,42.11423221,,,,,,,,,,,
11900,16053,16,265.0803979,46,111.4314132,22488,0,65.43141318,153.6489847,199.6489847,42.0368364,24.6836106,,,,,,,,,,,
13400,16055,16,2120.429875,318,831.1063862,142541,0,513.1063862,1289.323489,1607.323489,39.19518377,24.19822472,,,,,,,,,,,
12050,16057,16,1431.16823,56,402.8513271,37988,0,346.8513271,1028.316903,1084.316903,28.14842579,24.23553848,,,,,,,,,,,
11900,16059,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16061,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16063,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16065,16,447.4860335,54,239.4553073,37664,0,185.4553073,208.0307263,262.0307263,53.51123595,41.44382022,,,,,,,,,,,
11900,16067,16,208.8512225,48,87.79444674,20182,0,39.79444674,121.0567758,169.0567758,42.0368364,19.05396878,,,,,,,,,,,
12050,16069,16,868.9235682,287,244.5883057,39641,0,0,624.3352624,868.9235682,28.14842579,0,,,,,,,,,,,
12050,16071,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16073,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16075,16,385.0549533,54,182.9629907,22613,0,128.9629907,202.0919626,256.0919626,47.51607247,33.49210017,,,,,,,,,,,
11900,16077,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16079,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
12050,16081,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16083,16,1329.992126,221,559.0866142,78846,0,338.0866142,770.9055118,991.9055118,42.0368364,25.42019667,,,,,,,,,,,
11900,16085,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
11900,16087,16,,,,,1,,,,,,2631.627343,1128.228918,286,842.2289185,1503.398425,1789.398425,42.87191047,32.00411033,11900,12050,
13100,17001,17,1628.04062,331,950.0963855,67185,0,619.0963855,677.9442341,1008.944234,58.35827277,38.02708471,,,,,,,,,,,
13100,17003,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17005,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
16300,17007,17,515.5613068,272,263.724772,54013,0,0,251.8365348,515.5613068,51.15294118,0,,,,,,,,,,,
13100,17009,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17011,17,524.6613613,80,300.9989841,34336,0,220.9989841,223.6623772,303.6623772,57.37014506,42.12221451,,,,,,,,,,,
13100,17013,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17015,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17017,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
16400,17019,17,9950,893,2326,203586,0,1433,7624,8517,23.37688442,14.40201005,,,,,,,,,,,
13100,17021,17,826.9952443,201,428.4176394,34553,0,227.4176394,398.5776048,599.5776048,51.80412371,27.4992681,,,,,,,,,,,
13100,17023,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17025,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
14700,17027,17,423.1914153,83,174.9756381,38050,0,91.97563805,248.2157773,331.2157773,41.34668893,21.7338147,,,,,,,,,,,
13100,17029,17,2500.354288,324,873.9252539,53705,0,549.9252539,1626.429034,1950.429034,34.95205692,21.99389329,,,,,,,,,,,
20350,17031,17,249919.5392,34608,103323.8336,5227094,0,68715.83357,146595.7056,181203.7056,41.34283934,27.49518257,,,,,,,,,,,
13100,17033,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17035,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
18100,17037,17,3865.955256,503,1348.287547,104614,0,845.2875473,2517.667709,3020.667709,34.8759222,21.86490767,,,,,,,,,,,
13100,17039,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17041,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
20350,17043,17,10603,2192,2577,927775,0,385,8026,10218,24.30444214,3.631047817,,,,,,,,,,,
13100,17045,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17047,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17049,17,603.3685168,179,361.0172884,34298,0,182.0172884,242.3512284,421.3512284,59.83363042,30.16685216,,,,,,,,,,,
13100,17051,17,315.466788,29,188.755232,22078,0,159.755232,126.711556,155.711556,59.83363042,50.64090361,,,,,,,,,,,
13100,17053,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17055,17,969.1628983,202,413.0333368,39425,0,211.0333368,556.1295615,758.1295615,42.61753494,21.77480558,,,,,,,,,,,
13100,17057,17,824.5499058,259,383.4708098,36660,0,124.4708098,441.0790961,700.0790961,46.50668287,15.09560657,,,,,,,,,,,
13100,17059,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17061,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
16900,17063,17,578.4109835,108,206.1259871,50168,0,98.12598708,372.2849964,480.2849964,35.63659629,16.96475169,,,,,,,,,,,
13100,17065,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17067,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17069,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17071,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13900,17073,17,682.4503546,212,437.6737589,50110,0,225.6737589,244.7765957,456.7765957,64.13268832,33.06815761,,,,,,,,,,,
13100,17075,17,529.0154424,3,272.077212,29236,0,269.077212,256.9382304,259.9382304,51.43086387,50.86377267,,,,,,,,,,,
13100,17077,17,4641.388159,611,1978.04522,60078,0,1367.04522,2663.342938,3274.342938,42.61753494,29.45336985,,,,,,,,,,,
13100,17079,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17081,17,1128.834037,286,658.4865216,38693,0,372.4865216,470.3475154,756.3475154,58.33333333,32.99745661,,,,,,,,,,,
14700,17083,17,255.2644892,149,102.8855599,22743,0,0,152.3789293,255.2644892,40.30547306,0,,,,,,,,,,,
13100,17085,17,327.1254724,54,162.845805,22553,0,108.845805,164.2796674,218.2796674,49.78083907,33.27341163,,,,,,,,,,,
13100,17087,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
20350,17089,17,6908.302371,1484,2386.133043,521561,0,902.1330431,4522.169328,6006.169328,34.54007823,13.05867918,,,,,,,,,,,
15850,17091,17,3184,525,1199,112795,0,674,1985,2510,37.65703518,21.16834171,,,,,,,,,,,
21000,17093,17,477.1562651,37,181.7087567,118045,0,144.7087567,295.4475085,332.4475085,38.08160344,30.32733032,,,,,,,,,,,
13100,17095,17,1322.146631,419,758.5174399,52331,0,339.5174399,563.6291907,982.6291907,57.37014506,25.67925766,,,,,,,,,,,
20350,17097,17,9759,3366,4042,701763,0,676,5717,9083,41.41817809,6.926939236,,,,,,,,,,,
14200,17099,17,1784,497,869,112871,0,372,915,1412,48.71076233,20.85201794,,,,,,,,,,,
13100,17101,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17103,17,607.0447442,105,211.7124527,35169,0,106.7124527,395.3322915,500.3322915,34.8759222,17.57900941,,,,,,,,,,,
13100,17105,17,735.0037563,116,378.0187813,38511,0,262.0187813,356.984975,472.984975,51.43086387,35.6486316,,,,,,,,,,,
13100,17107,17,447.5738664,109,232.5018624,30085,0,123.5018624,215.0720039,324.0720039,51.94714882,27.59362682,,,,,,,,,,,
13100,17109,17,1657.956417,204,771.0605327,32515,0,567.0605327,886.8958838,1090.895884,46.50668287,34.20237873,,,,,,,,,,,
20350,17111,17,2961.541364,708,1191.1582,307684,0,483.1582003,1770.383164,2478.383164,40.22088682,16.31441675,,,,,,,,,,,
16100,17113,17,4001,648,1474,172548,0,826,2527,3175,36.8407898,20.64483879,,,,,,,,,,,
13100,17115,17,3477,932,1596,109942,0,664,1881,2813,45.90163934,19.09692263,,,,,,,,,,,
13100,17117,17,965.5953441,112,561.0989387,47299,0,449.0989387,404.4964053,516.4964053,58.10911809,46.51005636,,,,,,,,,,,
14700,17119,17,6619.735511,1454,3324.11444,267870,0,1870.11444,3295.621071,4749.621071,50.21521532,28.25059154,,,,,,,,,,,
13100,17121,17,1223.072426,176,713.4589152,38820,0,537.4589152,509.6135109,685.6135109,58.33333333,43.94334332,,,,,,,,,,,
13100,17123,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17125,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17127,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
14900,17129,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17131,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
14700,17133,17,323.1264501,1,133.6020882,33349,0,132.6020882,189.524362,190.524362,41.34668893,41.03721256,,,,,,,,,,,
13100,17135,17,533.6901729,81,319.3262056,29726,0,238.3262056,214.3639672,295.3639672,59.83363042,44.65628519,,,,,,,,,,,
13100,17137,17,1051.711058,265,611.1400206,35322,0,346.1400206,440.5710373,705.5710373,58.10911809,32.91208341,,,,,,,,,,,
13100,17139,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
16300,17141,17,687.2359506,185,396.0342766,52796,0,211.0342766,291.201674,476.201674,57.62711864,30.70768874,,,,,,,,,,,
15950,17143,17,7225.14876,1641,3922.895791,187463,0,2281.895791,3302.252969,4943.252969,54.2950176,31.58268247,,,,,,,,,,,
13100,17145,17,443.6134189,131,189.0571038,22068,0,58.0571038,254.5563151,385.5563151,42.61753494,13.08731912,,,,,,,,,,,
13100,17147,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17149,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17151,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17153,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17155,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17157,17,610.016239,82,355.8428061,33037,0,273.8428061,254.1734329,336.1734329,58.33333333,44.89106823,,,,,,,,,,,
13100,17159,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13900,17161,17,3839.364026,1513,2314.932069,147397,0,801.9320693,1524.431957,3037.431957,60.2946752,20.88710692,,,,,,,,,,,
14700,17163,17,8755.682135,2511,3684.422274,268596,0,1173.422274,5071.259861,7582.259861,42.0803567,13.4018373,,,,,,,,,,,
13100,17165,17,890.1422946,194,671.6093463,24968,0,477.6093463,218.5329483,412.5329483,75.44966129,53.65539299,,,,,,,,,,,
14900,17167,17,4802.908999,751,1967.68569,199109,0,1216.68569,2835.223309,3586.223309,40.96862319,25.33226614,,,,,,,,,,,
13100,17169,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17171,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17173,17,293.5581496,46,152.075227,22200,0,106.075227,141.4829226,187.4829226,51.80412371,36.13431517,,,,,,,,,,,
13100,17175,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17177,17,787.7640494,158,453.9657234,47031,0,295.9657234,333.798326,491.798326,57.62711864,37.57035163,,,,,,,,,,,
15950,17179,17,2438,732,1441,136078,0,709,997,1729,59.10582445,29.08121411,,,,,,,,,,,
13100,17181,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17183,17,2261.970159,733,1163.350793,80809,0,430.350793,1098.619366,1831.619366,51.43086387,19.02548499,,,,,,,,,,,
13100,17185,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17187,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17189,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17191,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17193,17,,,,,1,,,,,,10988.25874,6889.90333,2203,4686.90333,4098.355413,6301.355413,62.70241256,42.65374014,13100,14900,
13100,17195,17,1082.16969,208,538.7131519,57870,0,330.7131519,543.4565382,751.4565382,49.78083907,30.56019356,,,,,,,,,,,
20350,17197,17,5920.589017,1677,2987.874013,681537,0,1310.874013,2932.715004,4609.715004,50.46582366,22.14093917,,,,,,,,,,,
13100,17199,17,1815.835524,305,773.864339,66791,0,468.864339,1041.971185,1346.971185,42.61753494,25.82085947,,,,,,,,,,,
16300,17201,17,8195.438693,2031,4072.275228,292054,0,2041.275228,4123.163465,6154.163465,49.68953317,24.90745529,,,,,,,,,,,
15950,17203,17,278.8512398,162,153.1042091,39063,0,0,125.7470307,278.8512398,54.90533563,0,,,,,,,,,,,
14650,18001,18,428.1686693,121,227.7263017,34447,0,106.7263017,200.4423676,321.4423676,53.18611987,24.9262287,,,,,,,,,,,
14650,18003,18,7363,1587,2769,360698,0,1182,4594,6181,37.60695369,16.05323917,,,,,,,,,,,
14900,18005,18,1410.761137,467,739.8879475,78740,0,272.8879475,670.8731894,1137.873189,52.44601146,19.34331336,,,,,,,,,,,
13800,18007,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18009,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
15900,18011,18,528.3216495,164,235.8900344,59100,0,71.89003436,292.4316151,456.4316151,44.64894342,13.60724748,,,,,,,,,,,
14150,18013,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18015,18,241.0813603,1,134.9048644,20094,0,133.9048644,106.1764959,107.1764959,55.95823096,55.54343323,,,,,,,,,,,
13800,18017,18,834.2774493,291,463.2191723,38683,0,172.2191723,371.058277,662.058277,55.52339604,20.64291351,,,,,,,,,,,
14450,18019,18,2436.777911,841,1535.841537,112156,0,694.8415367,900.9363746,1741.936375,63.02755494,28.51476671,,,,,,,,,,,
13800,18021,18,396.518793,120,176.9112405,26850,0,56.91124051,219.6075525,339.6075525,44.61610487,14.35272212,,,,,,,,,,,
16400,18023,18,658.5005134,161,178.7721205,32981,0,17.77212048,479.728393,640.728393,27.14836463,2.69887724,,,,,,,,,,,
13800,18025,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18027,18,621.2370397,201,378.1909189,32179,0,177.1909189,243.0461208,444.0461208,60.87707182,28.5222721,,,,,,,,,,,
15650,18029,18,913.6128561,120,492.1928415,49949,0,372.1928415,421.4200146,541.4200146,53.87323944,40.73857313,,,,,,,,,,,
13800,18031,18,411.7771863,129,200.2258555,26102,0,71.22585551,211.5513308,340.5513308,48.6248054,17.2971835,,,,,,,,,,,
14650,18033,18,449.7685506,36,221.1272588,42318,0,185.1272588,228.6412918,264.6412918,49.1646778,41.16056103,,,,,,,,,,,
13800,18035,18,4372,626,1447,117570,0,821,2925,3551,33.09698079,18.77859103,,,,,,,,,,,
13800,18037,18,580.0938455,132,377.1038848,42239,0,245.1038848,202.9899607,334.9899607,65.0073928,42.25245392,,,,,,,,,,,
15550,18039,18,2913,870,1305,199449,0,435,1608,2478,44.79917611,14.9330587,,,,,,,,,,,
13800,18041,18,556.851711,169,270.7680608,23998,0,101.7680608,286.0836502,455.0836502,48.6248054,18.27561249,,,,,,,,,,,
14450,18043,18,1778.902086,458,883.0336473,75548,0,425.0336473,895.8684388,1353.868439,49.63924964,23.89303215,,,,,,,,,,,
13800,18045,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18047,18,188.3038023,38,91.56235741,22984,0,53.56235741,96.74144487,134.7414449,48.6248054,28.44464996,,,,,,,,,,,
13800,18049,18,319.1378764,96,132.6465927,20632,0,36.64659271,186.4912837,282.4912837,41.56403941,11.48299698,,,,,,,,,,,
13800,18051,18,745.7084243,189,484.7656045,33566,0,295.7656045,260.9428197,449.9428197,65.0073928,39.662366,,,,,,,,,,,
13800,18053,18,1760.74271,580,1043.403087,69387,0,463.4030875,717.3396226,1297.339623,59.25925926,26.31861457,,,,,,,,,,,
13800,18055,18,720.9684893,151,400.2349398,32941,0,249.2349398,320.7335496,471.7335496,55.51351351,34.56946364,,,,,,,,,,,
15900,18057,18,1490.678351,273,419.1099656,289719,0,146.1099656,1071.568385,1344.568385,28.11538555,9.801575608,,,,,,,,,,,
15900,18059,18,553.9578947,100,234.7578947,70981,0,134.7578947,319.2,419.2,42.3782921,24.3263786,,,,,,,,,,,
14450,18061,18,300.0979139,59,148.9663526,39183,0,89.96635262,151.1315612,210.1315612,49.63924964,29.97899967,,,,,,,,,,,
15900,18063,18,1023.263837,130,514.9650255,151098,0,384.9650255,508.2988115,638.2988115,50.3257329,37.62128706,,,,,,,,,,,
13800,18065,18,940.9503364,283,521.0967551,49199,0,238.0967551,419.8535813,702.8535813,55.3798362,25.30385992,,,,,,,,,,,
15350,18067,18,2124.517847,696,1040.31898,82834,0,344.3189801,1084.198867,1780.198867,48.96729776,16.2069234,,,,,,,,,,,
14650,18069,18,572.0672007,109,304.2603471,36975,0,195.2603471,267.8068536,376.8068536,53.18611987,34.13241432,,,,,,,,,,,
13800,18071,18,713.7521181,199,374.3345176,43153,0,175.3345176,339.4176004,538.4176004,52.44601146,24.56518351,,,,,,,,,,,
13800,18073,18,501.01215,36,208.2408875,33405,0,172.2408875,292.7712626,328.7712626,41.56403941,34.37858492,,,,,,,,,,,
13800,18075,18,326.3619211,48,193.399657,21363,0,145.399657,132.9622642,180.9622642,59.25925926,44.55166107,,,,,,,,,,,
13800,18077,18,658.0336012,238,354.5040175,32420,0,116.5040175,303.5295836,541.5295836,53.87323944,17.70487363,,,,,,,,,,,
13800,18079,18,335.5764259,17,163.173384,28203,0,146.173384,172.4030418,189.4030418,48.6248054,43.55889531,,,,,,,,,,,
15900,18081,18,1573,357,737,143448,0,380,836,1193,46.85314685,24.15766052,,,,,,,,,,,
13800,18083,18,1720.8266,400,1047.588845,38149,0,647.5888452,673.2377547,1073.237755,60.87707182,37.63242881,,,,,,,,,,,
13800,18085,18,670.9546579,127,284.2638087,77674,0,157.2638087,386.6908491,513.6908491,42.3670669,23.43881317,,,,,,,,,,,
13800,18087,18,261.6132257,31,128.6212995,37678,0,97.6212995,132.9919262,163.9919262,49.1646778,37.31512398,,,,,,,,,,,
16150,18089,18,16540.46083,4307,7894.166426,493136,0,3587.166426,8646.294399,12953.2944,47.72639958,21.6872218,,,,,,,,,,,
13800,18091,18,2100,564,753,111228,0,189,1347,1911,35.85714286,9,,,,,,,,,,,
13800,18093,18,1030.799613,207,721.3484995,45994,0,514.3484995,309.4511133,516.4511133,69.9795082,49.89801055,,,,,,,,,,,
15900,18095,18,3843.788995,1110,2067.843541,130630,0,957.8435407,1775.945455,2885.945455,53.79700975,24.91925394,,,,,,,,,,,
15900,18097,18,29319,5862,9644,919356,0,3782,19675,25537,32.89334561,12.89948498,,,,,,,,,,,
13800,18099,18,495.0453421,94,209.7361913,47050,0,115.7361913,285.3091509,379.3091509,42.36706689,23.37890723,,,,,,,,,,,
13800,18101,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18103,18,642.5599662,185,356.7711149,36403,0,171.7711149,285.7888514,470.7888514,55.52339604,26.73230887,,,,,,,,,,,
14900,18105,18,7273,726,1295,141149,0,569,5978,6704,17.80558229,7.82345662,,,,,,,,,,,
13800,18107,18,658.7688334,256,368.6353853,38265,0,112.6353853,290.1334481,546.1334481,55.95823096,17.09786189,,,,,,,,,,,
15900,18109,18,818.736163,312,412.0349745,69463,0,100.0349745,406.7011885,718.7011885,50.3257329,12.21821865,,,,,,,,,,,
13800,18111,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18113,18,539.9800077,180,265.479431,47499,0,85.47943099,274.5005767,454.5005767,49.1646778,15.83011033,,,,,,,,,,,
13800,18115,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18117,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18119,18,324.9073216,51,180.3674699,21370,0,129.3674699,144.5398517,195.5398517,55.51351351,39.81672966,,,,,,,,,,,
13800,18121,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18123,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
13800,18125,18,,,,,1,,,,,,3725.217606,2072.005089,797,1275.005089,1653.212517,2450.212517,55.62104844,34.22632512,13800,15350,
16150,18127,18,1984,291,552,165919,0,261,1432,1723,27.82258065,13.15524194,,,,,,,,,,,
