l30_4,county,state,Total00,hud_units00,units00,pop2011_13,state_flag,Units_No_Assist_00,Gap_00,Gap_00_No_Assist,per100,per100_No_Assist,state_total00,state_units00,state_hud_units00,State_Units_No_Assist_00,State_Gap_00,State_Gap_00_No_Assist,State_per100,State_per100_No_Assist,MinEli,MaxEli,min_max_same
10900,04003,04,2536.801852,341,1047.379593,131232,0,706.3795931,1489.422259,1830.422259,41.28740257,27.84528056,,,,,,,,,,,
13650,04005,04,3022,289,678,135522,0,389,2344,2633,22.4354732,12.87227002,,,,,,,,,,,
9850,04007,04,1132.321058,27,586.7142116,53201,0,559.7142116,545.6068465,572.6068465,51.81518152,49.4306988,,,,,,,,,,,
9850,04009,04,512.0704525,20,211.4205891,37170,0,191.4205891,300.6498634,320.6498634,41.28740256,37.38169,,,,,,,,,,,
13050,04011,04,,,,,1,,,,,,86.95535985,35.90160947,0,35.90160947,51.05375038,51.05375038,41.28740256,41.28740256,13050,13050,1
9850,04012,04,293.5866646,0,119.1862854,20356,0,119.1862854,174.4003792,174.4003792,40.59662776,40.59662776,,,,,,,,,,,
15950,04013,04,69925,9561,15236,3939668,0,5675,54689,64250,21.78905971,8.115838398,,,,,,,,,,,
16050,04015,04,3561.413335,191,1445.813715,202857,0,1254.813715,2115.599621,2306.599621,40.59662776,35.23358837,,,,,,,,,,,
9850,04017,04,1941.452583,73,982.2482652,107144,0,909.2482652,959.2043177,1032.204318,50.59347181,46.83340058,,,,,,,,,,,
13550,04019,04,25419,2953,6043,992286,0,3090,19376,22329,23.77355521,12.15626106,,,,,,,,,,,
15950,04021,04,3412.678942,502,1768.285788,386687,0,1266.285788,1644.393154,2146.393154,51.81518152,37.10533015,,,,,,,,,,,
11800,04023,04,841.1723353,214,347.2982083,47111,0,133.2982083,493.8741269,707.8741269,41.28740256,15.84671805,,,,,,,,,,,
10900,04025,04,1754,111,535,212843,0,424,1219,1330,30.50171038,24.17331813,,,,,,,,,,,
10700,04027,04,2499,509,666,201595,0,157,1833,2342,26.65066026,6.282513005,,,,,,,,,,,
10400,05001,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05003,05,642.0562852,116,315.9324578,21491,0,199.9324578,326.1238274,442.1238274,49.20634921,31.13939734,,,,,,,,,,,
9750,05005,05,672.3579128,119,212.0578148,41096,0,93.0578148,460.300098,579.300098,31.53942428,13.84051753,,,,,,,,,,,
13300,05007,05,2492,422,746,232560,0,324,1746,2168,29.93579454,13.00160514,,,,,,,,,,,
10900,05009,05,733.4279765,343,231.3189613,37252,0,0,502.1090152,733.4279765,31.53942428,0,,,,,,,,,,,
9750,05011,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05013,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05015,05,476.8162665,82,150.3851053,27646,0,68.38510534,326.4311612,408.4311612,31.53942428,14.34202441,,,,,,,,,,,
9750,05017,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10550,05019,05,701.9563879,120,373.4320164,22837,0,253.4320164,328.5243715,448.5243715,53.19874893,36.1036698,,,,,,,,,,,
9750,05021,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9800,05023,05,323.6602369,54,156.9786802,25806,0,102.9786802,166.6815567,220.6815567,48.50107067,31.81690813,,,,,,,,,,,
10100,05025,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10150,05027,05,745.2275574,148,361.5015658,24403,0,213.5015658,383.7259917,531.7259917,48.50888325,28.64917751,,,,,,,,,,,
10300,05029,05,289.2007841,38,127.2853542,21223,0,89.28535424,161.9154299,199.9154299,44.01279707,30.87313699,,,,,,,,,,,
11450,05031,05,3096.615385,562,1281.230769,99927,0,719.2307692,1815.384615,2377.384615,41.37519873,23.22635135,,,,,,,,,,,
11300,05033,05,754.8835954,262,312.9517422,61801,0,50.95174222,441.9318532,703.9318532,41.45695364,6.749615772,,,,,,,,,,,
15350,05035,05,2547.420918,565,1145.959956,50117,0,580.9599561,1401.460962,1966.460962,44.98510427,22.80580928,,,,,,,,,,,
9750,05037,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9950,05039,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05041,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9800,05043,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
14150,05045,05,2555.85069,302,1119.464758,118233,0,817.4647583,1436.385932,1738.385932,43.80008435,31.98405765,,,,,,,,,,,
9800,05047,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05049,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
11200,05051,05,2376.546434,488,1264.292971,96900,0,776.2929708,1112.253463,1600.253463,53.19874893,32.66475082,,,,,,,,,,,
10400,05053,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05055,05,825.3947984,246,341.5087381,42994,0,95.50873813,483.8860603,729.8860603,41.37519873,11.57127938,,,,,,,,,,,
9750,05057,05,655.9574156,123,349.5459618,22454,0,226.5459618,306.4114537,429.4114537,53.2879046,34.53668736,,,,,,,,,,,
9750,05059,05,377.7451685,76,200.9557038,33322,0,124.9557038,176.7894647,252.7894647,53.19874893,33.07936519,,,,,,,,,,,
10400,05061,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05063,05,598.6450085,141,290.3492386,36955,0,149.3492386,308.2957699,449.2957699,48.50107066,24.94788004,,,,,,,,,,,
9750,05065,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05067,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
11200,05069,05,2729.512799,755,1041.656997,74611,0,286.6569966,1687.855802,2442.855802,38.16274454,10.50213052,,,,,,,,,,,
9800,05071,05,427.6740409,45,188.2313078,25789,0,143.2313078,239.4427331,284.4427331,44.01279707,33.49076494,,,,,,,,,,,
9750,05073,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05075,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05077,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10150,05079,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10550,05081,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10000,05083,05,431.517872,57,238.1479634,22120,0,181.1479634,193.3699086,250.3699086,55.18843573,41.97924934,,,,,,,,,,,
14150,05085,05,972.6829689,423,426.0359609,70051,0,3.03596087,546.6470081,969.6470081,43.80008435,0.312122343,,,,,,,,,,,
9750,05087,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05089,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
12100,05091,05,1428.28047,444,761.1007342,43588,0,317.1007342,667.1797357,1111.179736,53.2879046,22.20157321,,,,,,,,,,,
10700,05093,05,2487.579082,490,1119.040044,45444,0,629.0400439,1368.539038,1858.539038,44.98510427,25.28723804,,,,,,,,,,,
9750,05095,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05097,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05099,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05101,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10400,05103,05,787.177453,276,381.8509917,25374,0,105.8509917,405.3264614,681.3264614,48.50888325,13.44690339,,,,,,,,,,,
9750,05105,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05107,05,1322.793388,413,653.8414726,20868,0,240.8414726,668.9519159,1081.951916,49.42884341,18.20703631,,,,,,,,,,,
10100,05109,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05111,05,787.677686,445,389.33997,24281,0,0,398.337716,787.677686,49.42884341,0,,,,,,,,,,,
9850,05113,05,374.3578554,73,206.6022444,20479,0,133.6022444,167.755611,240.755611,55.18843573,35.68837744,,,,,,,,,,,
11300,05115,05,1086.953795,259,478.3987679,62611,0,219.3987679,608.5550266,867.5550266,44.01279708,20.18473729,,,,,,,,,,,
10000,05117,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
14150,05119,05,12181,2937,4724,389001,0,1787,7457,10394,38.78170922,14.67038831,,,,,,,,,,,
9750,05121,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05123,05,1162.57438,355,574.6470699,27688,0,219.6470699,587.9273103,942.9273103,49.42884341,18.89316276,,,,,,,,,,,
14150,05125,05,1213.466341,266,531.4992808,112083,0,265.4992808,681.9670598,947.9670598,43.80008435,21.8794104,,,,,,,,,,,
9750,05127,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05129,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
11300,05131,05,3020.116405,777,1252.048258,127243,0,475.0482578,1768.068147,2545.068147,41.45695364,15.72946848,,,,,,,,,,,
10400,05133,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05135,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
9750,05137,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10850,05139,05,1337.461378,368,648.7875783,41004,0,280.7875783,688.6737996,1056.6738,48.50888325,20.99407003,,,,,,,,,,,
9750,05141,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
13300,05143,05,4964,665,1110,211919,0,445,3854,4519,22.36099919,8.964544722,,,,,,,,,,,
10400,05145,05,1630.338701,404,806.7073848,78404,0,402.7073848,823.6313159,1227.631316,49.48096886,24.70084189,,,,,,,,,,,
9750,05147,05,,,,,1,,,,,,10346.23022,4922.503051,2566,2356.503051,5423.727173,7989.727173,47.57774517,22.77644128,9750,10550,
10200,05149,05,300.8423411,108,132.4091291,21920,0,24.40912909,168.433212,276.433212,44.01279707,8.113594982,,,,,,,,,,,
20300,06001,06,54253,16523,14822,1554725,0,0,39431,54253,27.32014819,0,,,,,,,,,,,
11100,06003,06,,,,,1,,,,,,2040.260468,588.9169387,119,469.9169387,1451.343529,1570.343529,28.86479192,23.03220329,11100,13100,
12750,06005,06,515.1642315,38,125.4824389,37005,0,87.48243889,389.6817926,427.6817926,24.35775452,16.98146601,,,,,,,,,,,
11100,06007,06,6985,339,1173,221006,0,834,5812,6151,16.79312813,11.93987115,,,,,,,,,,,
11100,06009,06,529.7819612,9,129.0429896,44788,0,120.0429896,400.7389716,409.7389716,24.35775452,22.65894243,,,,,,,,,,,
11100,06011,06,356.642751,32,101.7924008,21373,0,69.79240077,254.8503502,286.8503502,28.54183927,19.56927502,,,,,,,,,,,
20300,06013,06,21642,6980,6681,1079460,0,0,14961,21642,30.87052953,0,,,,,,,,,,,
11100,06015,06,874.4299292,68,378.7592247,28202,0,310.7592247,495.6707044,563.6707044,43.31498867,35.53849364,,,,,,,,,,,
15850,06017,06,2480,262,576,181095,0,314,1904,2166,23.22580645,12.66129032,,,,,,,,,,,
11300,06019,06,25350,2738,4549,947942,0,1811,20801,23539,17.94477318,7.143984221,,,,,,,,,,,
11450,06021,06,492.4334536,30,140.5495649,28023,0,110.5495649,351.8838888,381.8838888,28.54183927,22.44964554,,,,,,,,,,,
11100,06023,06,5273,282,934,134768,0,652,4339,4621,17.71287692,12.36487768,,,,,,,,,,,
11100,06025,06,4140,578,746,176416,0,168,3394,3972,18.01932367,4.057971014,,,,,,,,,,,
12050,06027,06,,,,,1,,,,,,2040.260468,588.9169387,119,469.9169387,1451.343529,1570.343529,28.86479192,23.03220329,11100,13100,
11600,06029,06,17459,1178,2377,856363,0,1199,15082,16260,13.61475457,6.867518185,,,,,,,,,,,
11100,06031,06,2544,319,668,151445,0,349,1876,2195,26.25786164,13.71855346,,,,,,,,,,,
11100,06033,06,1268.669616,49,289.0493859,64040,0,240.0493859,979.6202298,1028.62023,22.78366112,18.92134745,,,,,,,,,,,
12150,06035,06,674.0997018,13,291.9862095,33362,0,278.9862095,382.1134924,395.1134924,43.31498867,41.38649056,,,,,,,,,,,
15650,06037,06,383332,55363,58780,9951320,0,3417,324552,379915,15.33396638,0.891394405,,,,,,,,,,,
