l30_4,county,state,hud_units06,pop2011_13,state_flag,Avg_ELITotal_05_07,Avg_Units_05_07,Avg_Units_No_Assist_05_07,Gap_05_to_07,Gap_05_to_07_No_Assist,per100,per100_No_Assist,state_hud_units06,State_Avg_ELITotal_05_07,State_Avg_Units_05_07,State_Avg_Units_No_Assist_05_07,State_Gap_05_to_07,State_Gap_05_to_07_No_Assist,State_per100,State_per100_No_Assist,MinEli,MaxEli,min_max_same
16750,35043,35,105,135387,0,1733.200809,856.753876,751.753876,876.4469334,981.4469334,49.4318876,43.37373211,,,,,,,,,,,
13400,35045,35,314,127620,0,1872,796.3333333,482.3333333,1075.666667,1389.666667,42.53917379,25.76566952,,,,,,,,,,,
11900,35047,35,160,28919,0,1000.778595,358.7455537,198.7455537,642.0330409,802.0330409,35.84664537,19.85909319,,,,,,,,,,,
19800,35049,35,1017,146429,0,3724.432732,939.0583785,0,2785.374354,3724.432732,25.21346057,0,,,,,,,,,,,
11900,35051,35,116,,1,,,,,,,,718,2669.709378,1206.170613,488.170613,1463.538765,2181.538765,45.17984703,18.28553389,11900,28600,
11900,35053,35,87,,1,,,,,,,,718,2669.709378,1206.170613,488.170613,1463.538765,2181.538765,45.17984703,18.28553389,11900,28600,
12100,35055,35,297,32931,0,913.5661213,327.4828077,30.48280768,586.0833136,883.0833136,35.84664537,3.336683243,,,,,,,,,,,
16750,35057,35,41,,1,,,,,,,,718,2669.709378,1206.170613,488.170613,1463.538765,2181.538765,45.17984703,18.28553389,11900,28600,
12600,35059,35,35,,1,,,,,,,,718,2669.709378,1206.170613,488.170613,1463.538765,2181.538765,45.17984703,18.28553389,11900,28600,
16750,35061,35,213,76583,0,995.1325239,491.9127907,278.9127907,503.2197332,716.2197332,49.4318876,28.02770324,,,,,,,,,,,
19900,36001,36,3324,305890,0,12488.66667,3017.333333,0,9471.333333,12488.66667,24.16057225,0,,,,,,,,,,,
15250,36003,36,73,48385,0,1342.455722,498.7255308,425.7255308,843.7301916,916.7301916,37.1502406,31.71244486,,,,,,,,,,,
21250,36005,36,64240,1407535,0,139439.6667,52447.66667,0,86992,139439.6667,37.61316125,0,,,,,,,,,,,
16250,36007,36,1004,198379,0,7135.800804,1932.290172,928.2901724,5203.510632,6207.510632,27.07881323,13.00891376,,,,,,,,,,,
15250,36009,36,210,79321,0,2398.210944,890.9411359,680.9411359,1507.269808,1717.269808,37.1502406,28.39371313,,,,,,,,,,,
17200,36011,36,530,79610,0,2221.83639,715.2695303,185.2695303,1506.566859,2036.566859,32.19271831,8.338576645,,,,,,,,,,,
15250,36013,36,1033,133584,0,5189.666667,1241,208,3948.666667,4981.666667,23.91290385,4.007964545,,,,,,,,,,,
15700,36015,36,813,88864,0,2819.34,722.43,0,2096.91,2819.34,25.62408223,0,,,,,,,,,,,
15250,36017,36,253,49878,0,831.2176309,288.2584523,35.25845229,542.9591786,795.9591786,34.67905896,4.241783497,,,,,,,,,,,
17200,36019,36,538,81666,0,2491.598379,889.4867055,351.4867055,1602.111674,2140.111674,35.69944149,14.10687647,,,,,,,,,,,
18050,36021,36,354,62445,0,1611.326301,587.6764263,233.6764263,1023.649874,1377.649874,36.47159647,14.50211705,,,,,,,,,,,
15300,36023,36,246,49247,0,1464.115702,507.7415477,261.7415477,956.3741548,1202.374155,34.67905896,17.87710816,,,,,,,,,,,
15250,36025,36,179,47145,0,972.2226623,215.376338,36.376338,756.8463243,935.8463243,22.15298474,3.741564501,,,,,,,,,,,
22900,36027,36,1842,297435,0,6828.666667,2161,319,4667.666667,6509.666667,31.64600215,4.671482964,,,,,,,,,,,
17800,36029,36,8910,919332,0,40248,13045.66667,4135.666667,27202.33333,36112.33333,32.4132048,10.27545882,,,,,,,,,,,
15300,36031,36,136,39046,0,960.5066262,342.895501,206.895501,617.6111252,753.6111252,35.69944149,21.54024713,,,,,,,,,,,
15250,36033,36,308,51699,0,1616.224614,576.9831603,268.9831603,1039.241454,1347.241454,35.69944149,16.64268431,,,,,,,,,,,
15250,36035,36,278,54941,0,1807.387403,664.366868,386.366868,1143.020535,1421.020535,36.75840979,21.377092,,,,,,,,,,,
18650,36037,36,475,59796,0,1787.283401,843.1415809,368.1415809,944.1418202,1419.14182,47.1744761,20.59782912,,,,,,,,,,,
16300,36039,36,128,48714,0,1111.340366,405.3235737,277.3235737,706.0167922,834.0167922,36.47159647,24.9539729,,,,,,,,,,,
15250,36041,36,18,,1,,,,,,,,61,422.9970474,114.8712999,53.87129991,308.1257474,369.1257474,27.15652523,12.73562079,15250,15250,1
15800,36043,36,525,64442,0,1469.41378,701.5416825,176.5416825,767.8720974,1292.872097,47.74296336,12.01442949,,,,,,,,,,,
15250,36045,36,1039,119580,0,3569.079578,2106.760307,1067.760307,1462.319271,2501.319271,59.02811245,29.91696552,,,,,,,,,,,
21250,36047,36,67749,2567201,0,197143.3333,71910.33333,4161.333333,125233,192982,36.47616793,2.110816157,,,,,,,,,,,
15250,36049,36,103,27141,0,580.9204219,342.9063599,239.9063599,238.014062,341.014062,59.02811245,41.29762887,,,,,,,,,,,
19250,36051,36,331,64875,0,1790.390986,531.6879356,200.6879356,1258.70305,1589.70305,29.69675003,11.20916812,,,,,,,,,,,
17850,36053,36,524,72543,0,1655.304326,620.8559564,96.85595635,1034.44837,1558.44837,37.50705816,5.851247702,,,,,,,,,,,
19250,36055,36,6625,748221,0,31157,8148.333333,1523.333333,23008.66667,29633.66667,26.1524965,4.889216976,,,,,,,,,,,
19050,36057,36,601,49932,0,1462.612597,537.633132,0,924.9794651,1462.612597,36.75840979,0,,,,,,,,,,,
28150,36059,36,6180,1348563,0,21836.66667,7659,1479,14177.66667,20357.66667,35.0740345,6.773011754,,,,,,,,,,,
21250,36061,36,49913,1618266,0,128096.3333,53798.33333,3885.333333,74298,124211,41.99833979,3.033133917,,,,,,,,,,,
17800,36063,36,2250,214928,0,7983.333333,4369.666667,2119.666667,3613.666667,5863.666667,54.7348643,26.55114823,,,,,,,,,,,
15800,36065,36,1941,233856,0,7714.58622,2721.791651,780.7916508,4992.794569,6933.794569,35.28111001,10.12097899,,,,,,,,,,,
17850,36067,36,4085,467650,0,18422.52595,5398.207847,1313.207847,13024.3181,17109.3181,29.30221329,7.128272477,,,,,,,,,,,
19250,36069,36,591,108760,0,3050.666667,848.3333333,257.3333333,2202.333333,2793.333333,27.80812937,8.435314685,,,,,,,,,,,
22900,36071,36,2804,374662,0,9916,1830,0,8086,9916,18.45502219,0,,,,,,,,,,,
19250,36073,36,258,42498,0,1044.049932,492.5250857,234.5250857,551.5248465,809.5248465,47.1744761,22.46301432,,,,,,,,,,,
17850,36075,36,708,121594,0,4163,1583.666667,875.6666667,2579.333333,3287.333333,38.0414765,21.03451037,,,,,,,,,,,
15250,36077,36,131,61879,0,1970.55227,436.5361437,305.5361437,1534.016127,1665.016127,22.15298474,15.50510221,,,,,,,,,,,
21250,36079,36,226,99731,0,996.1791971,248.3284672,22.32846717,747.8507299,973.8507299,24.92809204,2.241410705,,,,,,,,,,,
21250,36081,36,19317,2276634,0,88597.66667,19484,167,69113.66667,88430.66667,21.99154982,0.188492549,,,,,,,,,,,
19900,36083,36,1777,159767,0,5255.333333,2472.333333,695.3333333,2783,4560,47.04427249,13.23100343,,,,,,,,,,,
21250,36085,36,5365,471486,0,13569,6583,1218,6986,12351,48.51499742,8.976343135,,,,,,,,,,,
24900,36087,36,3395,318064,0,7564,2463,0,5101,7564,32.56213644,0,,,,,,,,,,,
15250,36089,36,753,112180,0,3329,985,232,2344,3097,29.588465,6.969059778,,,,,,,,,,,
19900,36091,36,1105,222411,0,3609,1594.666667,489.6666667,2014.333333,3119.333333,44.18583172,13.56793202,,,,,,,,,,,
19900,36093,36,2026,155046,0,4504.333333,1291,0,3213.333333,4504.333333,28.66128913,0,,,,,,,,,,,
19900,36095,36,174,32192,0,748.2250672,165.7541849,0,582.4708823,748.2250672,22.15298474,0,,,,,,,,,,,
15250,36097,36,43,,1,,,,,,,,61,422.9970474,114.8712999,53.87129991,308.1257474,369.1257474,27.15652523,12.73562079,15250,15250,1
16400,36099,36,103,35418,0,675.8217877,138.0029795,35.00297952,537.8188082,640.8188082,20.42002522,5.179320962,,,,,,,,,,,
17200,36101,36,594,98955,0,2799.596984,1371.208182,777.2081816,1428.388802,2022.388802,48.9787705,27.76143088,,,,,,,,,,,
28150,36103,36,6092,1499091,0,22406.66667,6890.333333,798.3333333,15516.33333,21608.33333,30.7512645,3.5629277,,,,,,,,,,,
17000,36105,36,525,76861,0,1929.274476,682.6324875,157.6324875,1246.641988,1771.641988,35.38286004,8.170557872,,,,,,,,,,,
16250,36107,36,131,50556,0,937.199196,272.0431609,141.0431609,665.1560351,796.1560351,29.02725078,15.04943255,,,,,,,,,,,
19600,36109,36,622,102726,0,5403.178212,1103.330354,481.3303538,4299.847858,4921.847858,20.42002522,8.908282032,,,,,,,,,,,
19050,36111,36,979,181806,0,5841.725524,1346.367512,367.3675124,4495.358012,5474.358012,23.04742848,6.288681502,,,,,,,,,,,
16700,36113,36,338,65516,0,1383.613755,384.9335124,46.93351235,998.6802427,1336.680243,27.82087927,3.392096399,,,,,,,,,,,
16700,36115,36,164,63262,0,1065.386245,296.399821,132.399821,768.986424,932.986424,27.82087927,12.42740101,,,,,,,,,,,
19250,36117,36,483,92913,0,3028,658.3333333,175.3333333,2369.666667,2852.666667,21.74152356,5.790400705,,,,,,,,,,,
25100,36119,36,12307,962233,0,31030.8208,10420.67153,0,20610.14927,31030.8208,33.5816819,0,,,,,,,,,,,
16450,36121,36,101,41760,0,968.6090144,287.6453978,186.6453978,680.9636166,781.9636166,29.69675003,19.26942605,,,,,,,,,,,
15250,36123,36,48,25269,0,513.4030161,251.458485,203.458485,261.9445311,309.9445311,48.9787705,39.62939029,,,,,,,,,,,
16850,37001,37,1744,153623,0,5281.333333,1252.333333,0,4029,5281.333333,23.71244635,0,,,,,,,,,,,
15450,37003,37,72,37010,0,724.8684526,312.9165667,240.9165667,411.9518859,483.9518859,43.16873849,33.23590175,,,,,,,,,,,
14150,37005,37,104,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14150,37007,37,201,26346,0,796.1828475,329.5880017,128.5880017,466.5948458,667.5948458,41.39601886,16.15056166,,,,,,,,,,,
14150,37009,37,168,27164,0,579.854412,219.6475508,51.64755078,360.2068612,528.2068612,37.87977572,8.90698591,,,,,,,,,,,
14150,37011,37,99,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14150,37013,37,441,47537,0,1327.594169,472.0071646,31.00716464,855.5870043,1296.587004,35.5535732,2.335590602,,,,,,,,,,,
14150,37015,37,54,20638,0,775.8016599,275.825211,221.825211,499.9764489,553.9764489,35.5535732,28.59303125,,,,,,,,,,,
14150,37017,37,230,34937,0,1447.753521,624.5704226,394.5704226,823.1830986,1053.183099,43.14065989,27.25397775,,,,,,,,,,,
16250,37019,37,267,112588,0,2139.946703,828.9948381,561.9948381,1310.951865,1577.951865,38.73904135,26.26209509,,,,,,,,,,,
15250,37021,37,1718,244612,0,5540.319216,1995.172682,277.1726824,3545.146533,5263.146533,36.01187233,5.002828747,,,,,,,,,,,
15450,37023,37,465,90340,0,2772.10076,1196.680928,731.6809276,1575.419832,2040.419832,43.16873849,26.39445644,,,,,,,,,,,
19300,37025,37,553,184170,0,3308.333333,1077.333333,524.3333333,2231,2784,32.56423174,15.8488665,,,,,,,,,,,
15450,37027,37,449,82078,0,2295.030788,990.735839,541.735839,1304.294949,1753.294949,43.16873849,23.60473079,,,,,,,,,,,
16050,37029,37,12,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
15900,37031,37,377,67858,0,1383.127189,614.1546264,237.1546264,768.9725627,1145.972563,44.40333696,17.14626307,,,,,,,,,,,
14550,37033,37,199,23298,0,554.6342753,213.2240401,14.2240401,341.4102352,540.4102352,38.4440792,2.564580073,,,,,,,,,,,
15450,37035,37,747,154416,0,3528,1358.666667,611.6666667,2169.333333,2916.333333,38.51095994,17.33749055,,,,,,,,,,,
21400,37037,37,275,65991,0,1357.512895,339.5528909,64.55289088,1017.960004,1292.960004,25.0128667,4.755232243,,,,,,,,,,,
14150,37039,37,129,27137,0,323.641791,149.1044776,20.10447761,174.5373134,303.5373134,46.07083564,6.211953515,,,,,,,,,,,
14150,37041,37,215,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14150,37043,37,35,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14650,37045,37,745,97367,0,3094.44358,1008.50446,263.5044597,2085.939121,2830.939121,32.59081749,8.51540682,,,,,,,,,,,
14150,37047,37,413,57558,0,2480.105869,1069.934038,656.9340376,1410.171831,1823.171831,43.14065989,26.48814496,,,,,,,,,,,
14900,37049,37,842,104791,0,3026.28229,1343.770323,501.7703226,1682.511967,2524.511967,44.40333696,16.58042028,,,,,,,,,,,
14300,37051,37,1957,324222,0,10322.66667,2371.333333,414.3333333,7951.333333,9908.333333,22.97210023,4.013820718,,,,,,,,,,,
19250,37053,37,78,24139,0,413.0285726,198.5856559,120.5856559,214.4429167,292.4429167,48.08036757,29.19547554,,,,,,,,,,,
17450,37055,37,35,34592,0,1222.119204,587.5994054,552.5994054,634.5197985,669.5197985,48.08036757,45.21648982,,,,,,,,,,,
16850,37057,37,829,163190,0,4198,1586.333333,757.3333333,2611.666667,3440.666667,37.78783548,18.04033667,,,,,,,,,,,
17450,37059,37,142,41445,0,759.3490385,455.1144231,313.1144231,304.2346154,446.2346154,59.93481259,41.23458478,,,,,,,,,,,
14150,37061,37,252,59900,0,1133.557149,568.6061557,316.6061557,564.9509936,816.9509936,50.16122531,27.93032146,,,,,,,,,,,
21400,37063,37,2397,282112,0,14325.33333,4886.333333,2489.333333,9439,11836,34.10973567,17.37714073,,,,,,,,,,,
14650,37065,37,783,55797,0,3253.319422,1124.526004,341.5260036,2128.793419,2911.793419,34.56549627,10.49777041,,,,,,,,,,,
17450,37067,37,3243,357815,0,12586.66667,4293.333333,1050.333333,8293.333333,11536.33333,34.11016949,8.344809322,,,,,,,,,,,
21500,37069,37,279,61672,0,1654.766228,915.9281087,636.9281087,738.8381191,1017.838119,55.35090657,38.49051896,,,,,,,,,,,
19300,37071,37,1816,208105,0,7534.624692,3085.514778,1269.514778,4449.109914,6265.109914,40.95114096,16.84907783,,,,,,,,,,,
14450,37073,37,38,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14150,37075,37,84,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
16150,37077,37,286,57957,0,1489.949031,536.3457582,250.3457582,953.6032732,1239.603273,35.99759098,16.8023035,,,,,,,,,,,
14150,37079,37,85,21425,0,410.9813076,132.926043,47.92604298,278.0552646,363.0552646,32.34357391,11.66136807,,,,,,,,,,,
16900,37081,37,5084,500931,0,17897.66667,5504.666667,420.6666667,12393,17477,30.75633695,2.350399493,,,,,,,,,,,
14150,37083,37,751,53903,0,2781.410927,1114.311514,363.3115137,1667.099413,2418.099413,40.06281499,13.06213009,,,,,,,,,,,
14600,37085,37,361,122124,0,3274.2758,1123.27452,762.2745198,2151.00128,2512.00128,34.30604471,23.28070591,,,,,,,,,,,
14150,37087,37,325,58883,0,1618.862777,745.8236092,420.8236092,873.0391678,1198.039168,46.07083564,25.99501423,,,,,,,,,,,
15250,37089,37,438,108386,0,1893.681931,984.2080997,546.2080997,909.4738318,1347.473832,51.97325292,28.84370868,,,,,,,,,,,
14150,37091,37,163,24465,0,1116.932262,447.4745058,284.4745058,669.4577565,832.4577565,40.06281499,25.46927109,,,,,,,,,,,
14150,37093,37,156,50441,0,1312.46669,676.5997747,520.5997747,635.8669153,791.8669153,51.55176736,39.66575142,,,,,,,,,,,
14150,37095,37,42,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
17250,37097,37,798,162762,0,3549.333333,1370,572,2179.333333,2977.333333,38.5987979,16.11570248,,,,,,,,,,,
14250,37099,37,176,40534,0,1495.944279,689.1940298,513.1940298,806.7502488,982.7502488,46.07083564,34.30569154,,,,,,,,,,,
21500,37101,37,1261,175172,0,5312.900439,2940.738558,1679.738558,2372.161881,3633.161881,55.35090657,31.61622502,,,,,,,,,,,
14150,37103,37,28,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
15900,37105,37,394,59471,0,1363.390866,467.7254802,73.72548015,895.6653863,1289.665386,34.30604471,5.407508732,,,,,,,,,,,
14150,37107,37,939,59175,0,2942.601589,951.74252,12.74252,1990.859069,2929.859069,32.34357391,0.433035857,,,,,,,,,,,
19250,37109,37,383,79278,0,2194.041975,898.4852217,515.4852217,1295.556753,1678.556753,40.95114096,23.49477483,,,,,,,,,,,
14150,37111,37,134,44961,0,759.1701583,247.4197608,113.4197608,511.7503976,645.7503976,32.59081749,14.93996564,,,,,,,,,,,
14150,37113,37,80,33845,0,672.7826323,309.9565807,229.9565807,362.8260516,442.8260516,46.07083564,34.17992227,,,,,,,,,,,
15250,37115,37,258,20910,0,329.6807845,110.160651,0,219.5201335,329.6807845,33.41433779,0,,,,,,,,,,,
14150,37117,37,308,23957,0,979.7716535,348.343832,40.34383202,631.4278215,939.4278215,35.5535732,4.117676999,,,,,,,,,,,
19300,37119,37,4310,967906,0,27247,6271,1961,20976,25286,23.01537784,7.197122619,,,,,,,,,,,
14150,37121,37,150,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14150,37123,37,172,27698,0,558.747444,231.2991973,59.29919729,327.4482467,499.4482467,41.39601886,10.61288028,,,,,,,,,,,
16900,37125,37,318,90439,0,2253.041992,1161.482966,843.4829662,1091.559026,1409.559026,51.55176736,37.43751644,,,,,,,,,,,
14650,37127,37,697,95497,0,3762.347244,1300.473996,603.4739964,2461.873248,3158.873248,34.56549627,16.03982719,,,,,,,,,,,
16250,37129,37,1594,209492,0,7783.719964,3015.338495,1421.338495,4768.381469,6362.381469,38.73904135,18.26040122,,,,,,,,,,,
14150,37131,37,229,21372,0,665.3234775,266.5473138,37.54731385,398.7761636,627.7761636,40.06281499,5.643467444,,,,,,,,,,,
14150,37133,37,536,182352,0,3421,1533.666667,997.6666667,1887.333333,2423.333333,44.83094612,29.16301276,,,,,,,,,,,
21400,37135,37,598,137927,0,7062.153772,1766.447109,1168.447109,5295.706663,5893.706663,25.0128667,16.54519495,,,,,,,,,,,
14600,37137,37,27,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
14150,37139,37,450,40282,0,1226.891036,589.8937198,139.8937198,636.9973162,1086.997316,48.08036757,11.40229374,,,,,,,,,,,
14450,37141,37,81,54337,0,1446.807277,624.1622066,543.1622066,822.6450704,903.6450704,43.14065989,37.5421257,,,,,,,,,,,
14150,37143,37,123,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
15600,37145,37,262,39345,0,998.764006,383.9656255,121.9656255,614.7983804,876.7983804,38.44407921,12.21165609,,,,,,,,,,,
14950,37147,37,1535,172672,0,9181.666667,2582.666667,1047.666667,6599,8134,28.12851697,11.41041931,,,,,,,,,,,
16350,37149,37,61,20310,0,521.1360368,169.8424946,108.8424946,351.2935421,412.2935421,32.59081749,20.88562044,,,,,,,,,,,
16900,37151,37,963,142386,0,5126.666667,1596,633,3530.666667,4493.666667,31.1313394,12.34720416,,,,,,,,,,,
14150,37153,37,550,46498,0,1455.799829,750.4905411,200.4905411,705.309288,1255.309288,51.55176736,13.7718481,,,,,,,,,,,
14150,37155,37,1422,135080,0,5533.666667,2779.333333,1357.333333,2754.333333,4176.333333,50.22589001,24.52864285,,,,,,,,,,,
14200,37157,37,393,92573,0,2705.601719,1040.143668,647.1436677,1665.458051,2058.458051,38.4440792,23.91865969,,,,,,,,,,,
19250,37159,37,1136,138140,0,4661.666667,2011.333333,875.3333333,2650.333333,3786.333333,43.1462281,18.77726135,,,,,,,,,,,
14150,37161,37,327,67224,0,1745.583558,568.8999516,241.8999516,1176.683606,1503.683606,32.59081749,13.85782711,,,,,,,,,,,
14150,37163,37,367,63924,0,2174.442851,1090.727178,723.7271777,1083.715673,1450.715673,50.16122531,33.28333865,,,,,,,,,,,
14150,37165,37,759,36199,0,1627.024822,838.7600513,79.76005129,788.264771,1547.264771,51.55176736,4.902202486,,,,,,,,,,,
15150,37167,37,258,60530,0,1190.403042,492.7794677,234.7794677,697.6235741,955.6235741,41.39601886,19.72268714,,,,,,,,,,,
17450,37169,37,199,46852,0,940.8769231,563.9128205,364.9128205,376.9641026,575.9641026,59.93481259,38.78433104,,,,,,,,,,,
14150,37171,37,376,73402,0,1995.228488,788.7673088,412.7673088,1206.461179,1582.461179,39.53268077,20.6877213,,,,,,,,,,,
14150,37173,37,75,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
15500,37175,37,148,32845,0,648.6514019,337.1252336,189.1252336,311.5261682,459.5261682,51.97325292,29.1566831,,,,,,,,,,,
14150,37177,37,31,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
19300,37179,37,462,208808,0,2655.333333,933,471,1722.333333,2184.333333,35.13683153,17.73788602,,,,,,,,,,,
14150,37181,37,348,45008,0,1892.910755,681.4022712,333.4022712,1211.508484,1559.508484,35.99759098,17.61320603,,,,,,,,,,,
21500,37183,37,3753,951834,0,24742.66667,7156.666667,3403.666667,17586,21339,28.92439511,13.75626448,,,,,,,,,,,
14150,37185,37,102,20691,0,491.4735471,176.9186373,74.91863727,314.5549098,416.5549098,35.99759098,15.24367643,,,,,,,,,,,
14150,37187,37,292,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
15900,37189,37,157,52026,0,3375.721283,1278.715651,1121.715651,2097.005632,2254.005632,37.87977572,33.22891782,,,,,,,,,,,
14150,37191,37,1324,124262,0,3696.666667,1634,310,2062.666667,3386.666667,44.20198377,8.385933273,,,,,,,,,,,
15400,37193,37,420,69144,0,1868.770344,738.7750146,318.7750146,1129.99533,1549.99533,39.53268077,17.05800906,,,,,,,,,,,
14900,37195,37,895,81624,0,3449.417103,1115.66477,220.6647703,2333.752333,3228.752333,32.34357391,6.397161136,,,,,,,,,,,
17450,37197,37,260,38131,0,958.7740385,574.6394231,314.6394231,384.1346154,644.1346154,59.93481259,32.81684844,,,,,,,,,,,
14150,37199,37,133,,1,,,,,,,,1488,4106.911552,1769.83584,281.8358395,2337.075713,3825.075713,43.09408218,6.862476484,14150,16050,
15550,38001,38,13,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
16450,38003,38,146,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38005,38,11,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38007,38,0,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38009,38,70,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15850,38011,38,15,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38013,38,0,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
19600,38015,38,887,85907,0,3039.312492,1976.738593,1089.738593,1062.573899,1949.573899,65.03900464,35.85477293,,,,,,,,,,,
19500,38017,38,1524,157420,0,6861.666667,2841,1317,4020.666667,5544.666667,41.4039349,19.19358756,,,,,,,,,,,
15550,38019,38,18,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38021,38,52,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15800,38023,38,1,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38025,38,4,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38027,38,31,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38029,38,15,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
16050,38031,38,27,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38033,38,6,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
17450,38035,38,806,67773,0,3258.225651,1122.4105,316.4105001,2135.815151,2941.815151,34.44851955,9.711129125,,,,,,,,,,,
15550,38037,38,13,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38039,38,21,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38041,38,2,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38043,38,15,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38045,38,17,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38047,38,6,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38049,38,24,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38051,38,32,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38053,38,25,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38055,38,23,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
20300,38057,38,43,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
19600,38059,38,353,28254,0,571.3171717,377.9040404,24.9040404,193.4131313,546.4131313,66.14610222,4.359056866,,,,,,,,,,,
15550,38061,38,48,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
15550,38063,38,21,,1,,,,,,,,1570,5517.773101,3728.282096,2158.282096,1789.491005,3359.491005,67.56860109,39.11509328,15550,20300,
