county,ELI_Cutoff,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
17031,20350,146595.7056,249919.5392,181203.7056,41.34283935,27.49518257,34608,103323.8336,68715.83357
17033,13100,146.2438207,463.0435693,161.2438207,68.41683367,65.17739768,15,316.7997486,301.7997486
17035,13100,80.86714193,124.3192914,112.8671419,34.95205691,9.211884462,32,43.45214949,11.45214949
17037,18100,2517.667709,3865.955256,3020.667709,34.8759222,21.86490767,503,1348.287547,845.2875473
17039,13100,164.9286641,342.2049287,229.9286641,51.80412371,32.80965737,65,177.2762646,112.2762646
17041,13100,164.0058328,252.1306978,170.0058328,34.95205691,32.57233875,6,88.12486498,82.12486498
17043,20350,8026,10603,10218,24.30444214,3.631047817,2192,2577,385
17045,13100,231.6979909,356.1957226,320.6979909,34.95205691,9.965793926,89,124.4977317,35.49773169
17047,13100,36.14623261,147.2331321,55.14623261,75.44966129,62.54495722,19,111.0868995,92.08689945
17049,13100,242.3512284,603.3685168,421.3512284,59.83363042,30.16685216,179,361.0172884,182.0172884
17051,13100,126.711556,315.466788,155.711556,59.83363042,50.64090361,29,188.755232,159.755232
17053,13100,103.4574291,213.0106427,151.4574291,51.43086387,28.89677854,48,109.5532137,61.55321369
17055,13100,556.1295615,969.1628983,758.1295615,42.61753494,21.77480558,202,413.0333368,211.0333368
17057,13100,441.0790961,824.5499058,700.0790961,46.50668287,15.09560657,259,383.4708098,124.4708098
17059,13100,39.73326332,161.8440536,79.73326332,75.44966129,50.73451167,40,122.1107902,82.11079024
17061,13100,108.9914413,260.1793906,176.9914413,58.10911809,31.9733047,68,151.1879493,83.18794933
17063,16900,372.2849964,578.4109835,480.2849964,35.63659629,16.96475169,108,206.1259871,98.12598708
17065,13100,54.08138619,220.2877396,87.08138619,75.44966129,60.46925427,33,166.2063534,133.2063534
17067,13100,157.7651332,294.9249395,171.7651332,46.50668287,41.75971233,14,137.1598063,123.1598063
17069,13100,26.48884222,107.8960357,73.48884222,75.44966129,31.88921007,47,81.40719348,34.40719348
17071,13100,60.64245359,113.3645413,71.64245359,46.50668287,36.80347244,11,52.72208771,41.72208771
17073,13900,244.7765957,682.4503546,456.7765957,64.13268832,33.06815761,212,437.6737589,225.6737589
17075,13100,256.9382304,529.0154424,259.9382304,51.43086387,50.86377267,3,272.077212,269.077212
17077,13100,2663.342938,4641.388159,3274.342938,42.61753494,29.45336985,611,1978.04522,1367.04522
17079,13100,62.06284039,196.5060746,92.06284039,68.41683367,53.15013005,30,134.4432342,104.4432342
17081,13100,470.3475154,1128.834037,756.3475154,58.33333333,32.99745661,286,658.4865216,372.4865216
17083,14700,152.3789293,255.2644892,301.3789293,40.30547306,0,149,102.8855599,0
17085,13100,164.2796674,327.1254724,218.2796674,49.78083907,33.27341163,54,162.845805,108.845805
17087,13100,48.5628774,197.8093988,86.5628774,75.44966129,56.23924954,38,149.2465214,111.2465214
17089,20350,4522.169328,6908.302371,6006.169328,34.54007823,13.05867918,1484,2386.133043,902.1330431
17091,15850,1985,3184,2510,37.65703518,21.16834171,525,1199,674
17093,21000,295.4475085,477.1562651,332.4475085,38.08160344,30.32733032,37,181.7087567,144.7087567
17095,13100,563.6291907,1322.146631,982.6291907,57.37014506,25.67925766,419,758.5174399,339.5174399
17097,20350,5717,9759,9083,41.41817809,6.926939236,3366,4042,676
17099,14200,915,1784,1412,48.71076233,20.85201794,497,869,372
17101,13100,102.0075409,322.980729,167.0075409,68.41683367,48.29179394,65,220.9731881,155.9731881
17103,13100,395.3322915,607.0447442,500.3322915,34.8759222,17.57900941,105,211.7124527,106.7124527
17105,13100,356.984975,735.0037563,472.984975,51.43086387,35.6486316,116,378.0187813,262.0187813
17107,13100,215.0720039,447.5738664,324.0720039,51.94714882,27.59362682,109,232.5018624,123.5018624
17109,13100,886.8958838,1657.956417,1090.895884,46.50668287,34.20237873,204,771.0605327,567.0605327
17111,20350,1770.383164,2961.541364,2478.383164,40.22088682,16.31441675,708,1191.1582,483.1582003
17113,16100,2527,4001,3175,36.8407898,20.64483879,648,1474,826
17115,13100,1881,3477,2813,45.90163934,19.09692263,932,1596,664
17117,13100,404.4964053,965.5953441,516.4964053,58.10911809,46.51005636,112,561.0989387,449.0989387
17119,14700,3295.621071,6619.735511,4749.621071,50.21521532,28.25059154,1454,3324.11444,1870.11444
17121,13100,509.6135109,1223.072426,685.6135109,58.33333333,43.94334332,176,713.4589152,537.4589152
17123,13100,62.3169658,146.1815103,64.3169658,57.37014506,56.00198298,2,83.86454453,81.86454453
17125,13100,124.7256454,299.5208262,187.7256454,58.35827277,37.32467694,63,174.7951807,111.7951807
17127,13100,114.2331321,465.301654,223.2331321,75.44966129,52.02399773,109,351.0685219,242.0685219
17129,14900,87.70468732,182.5171351,185.7046873,51.94714882,0,98,94.8124478,0
17131,13100,52.58358663,146.6058764,83.58358663,64.13268832,42.98756047,31,94.02228976,63.02228976
17133,14700,189.524362,323.1264501,190.524362,41.34668893,41.03721256,1,133.6020882,132.6020882
17135,13100,214.3639672,533.6901729,295.3639672,59.83363042,44.65628519,81,319.3262056,238.3262056
17137,13100,440.5710373,1051.711058,705.5710373,58.10911809,32.91208341,265,611.1400206,346.1400206
17139,13100,116.8244704,242.3951578,128.8244704,51.80412371,46.85352977,12,125.5706874,113.5706874
17141,16300,291.201674,687.2359506,476.201674,57.62711864,30.70768874,185,396.0342766,211.0342766
17143,15950,3302.252969,7225.14876,4943.252969,54.2950176,31.58268247,1641,3922.895791,2281.895791
17145,13100,254.5563151,443.6134189,385.5563151,42.61753494,13.08731912,131,189.0571038,58.0571038
17147,13100,113.1863381,234.8465197,131.1863381,51.80412371,44.13954345,18,121.6601816,103.6601816
17149,13100,95.89122203,230.2767642,181.891222,58.35827277,21.01190814,86,134.3855422,48.38554217
17151,13100,19.59070622,79.79810974,47.59070622,75.44966129,40.36111084,28,60.20740352,32.20740352
17153,13100,61.25544762,249.5095826,134.2554476,75.44966129,46.19226795,73,188.254135,115.254135
17155,13100,31.77548256,74.53809685,32.77548256,57.37014506,56.02854923,1,42.76261429,41.76261429
17157,13100,254.1734329,610.016239,336.1734329,58.33333333,44.89106824,82,355.8428061,273.8428061
17159,13100,173.6439045,549.7989108,247.6439045,68.41683367,54.95736721,74,376.1550063,302.1550063
17161,13900,1524.431957,3839.364026,3037.431957,60.2946752,20.88710692,1513,2314.932069,801.9320693
17163,14700,5071.259861,8755.682135,7582.259861,42.0803567,13.4018373,2511,3684.422274,1173.422274
17165,13100,218.5329483,890.1422946,412.5329483,75.44966129,53.65539299,194,671.6093463,477.6093463
17167,14900,2835.223309,4802.908999,3586.223309,40.96862319,25.33226614,751,1967.68569,1216.68569
17169,13100,38.22237522,91.78864028,40.22237522,58.35827277,56.1793539,2,53.56626506,51.56626506
17171,13100,25.7127696,61.3803492,66.7127696,58.10911809,0,41,35.6675796,0
17173,13100,141.4829226,293.5581496,187.4829226,51.80412371,36.13431517,46,152.075227,106.075227
17175,13100,29.61598375,69.47240095,38.61598375,57.37014506,44.41536032,9,39.8564172,30.8564172
17177,13100,333.798326,787.7640494,491.798326,57.62711864,37.57035163,158,453.9657234,295.9657234
17179,15950,997,2438,1729,59.10582445,29.08121411,732,1441,709
17181,13100,152.8626936,622.6500394,260.8626936,75.44966129,58.10444437,108,469.7873458,361.7873458
17183,13100,1098.619366,2261.970159,1831.619366,51.43086387,19.02548499,733,1163.350793,430.350793
17185,13100,94.64242583,385.5035442,99.64242583,75.44966129,74.15265636,5,290.8611184,285.8611184
17187,13100,214.6174334,401.2041969,294.6174334,46.50668287,26.566712,80,186.5867635,106.5867635
17189,13100,65.86554076,158.0772978,65.86554076,58.33333333,58.33333333,,92.21175706,92.21175706
17191,13100,94.41474654,298.9400922,221.4147465,68.41683367,25.93340527,127,204.5253456,77.52534563
17193,13100,89.95169336,366.3969546,143.9516934,75.44966129,60.71154753,54,276.4452612,222.4452612
17195,13100,543.4565382,1082.16969,751.4565382,49.78083907,30.56019356,208,538.7131519,330.7131519
17197,20350,2932.715004,5920.589017,4609.715004,50.46582366,22.14093917,1677,2987.874013,1310.874013
17199,13100,1041.971185,1815.835524,1346.971185,42.61753494,25.82085948,305,773.864339,468.864339
17201,16300,4123.163465,8195.438693,6154.163465,49.68953317,24.90745529,2031,4072.275228,2041.275228
17203,15950,125.7470307,278.8512398,287.7470307,54.90533563,0,162,153.1042091,0
18001,14650,200.4423676,428.1686693,321.4423676,53.18611987,24.9262287,121,227.7263017,106.7263017
18003,14650,4594,7363,6181,37.60695369,16.05323917,1587,2769,1182
18005,14900,670.8731894,1410.761137,1137.873189,52.44601146,19.34331336,467,739.8879475,272.8879475
18007,13800,51.54498493,117.0365906,52.54498493,55.95823096,55.10379732,1,65.49160569,64.49160569
18009,13800,106.6981132,261.8953688,187.6981132,59.25925926,28.3308773,81,155.1972556,74.19725557
18011,15900,292.4316151,528.3216495,456.4316151,44.64894342,13.60724749,164,235.8900344,71.89003436
18013,14150,68.70921017,144.486745,70.70921017,52.44601146,51.06180144,2,75.77753484,73.77753484
18015,13800,106.1764959,241.0813603,107.1764959,55.95823096,55.54343323,1,134.9048644,133.9048644
18017,13800,371.058277,834.2774493,662.058277,55.52339604,20.64291351,291,463.2191723,172.2191723
18019,14450,900.9363746,2436.777911,1741.936375,63.02755494,28.51476671,841,1535.841537,694.8415367
18021,13800,219.6075525,396.518793,339.6075525,44.61610487,14.35272212,120,176.9112405,56.91124051
18023,16400,479.728393,658.5005134,640.728393,27.14836463,2.69887724,161,178.7721205,17.77212048
18025,13800,45.6660213,152.1161665,148.6660213,69.9795082,2.268098975,103,106.4501452,3.450145213
18027,13800,243.0461208,621.2370397,444.0461208,60.87707182,28.5222721,201,378.1909189,177.1909189
18029,15650,421.4200146,913.6128561,541.4200146,53.87323944,40.73857313,120,492.1928415,372.1928415
18031,13800,211.5513308,411.7771863,340.5513308,48.6248054,17.2971835,129,200.2258555,71.22585551
18033,14650,228.6412918,449.7685506,264.6412918,49.1646778,41.16056103,36,221.1272588,185.1272588
18035,13800,2925,4372,3551,33.09698079,18.77859103,626,1447,821
18037,13800,202.9899607,580.0938455,334.9899607,65.0073928,42.25245392,132,377.1038848,245.1038848
18039,15550,1608,2913,2478,44.79917611,14.9330587,870,1305,435
18041,13800,286.0836502,556.851711,455.0836502,48.6248054,18.27561249,169,270.7680608,101.7680608
18043,14450,895.8684388,1778.902086,1353.868439,49.63924964,23.89303215,458,883.0336473,425.0336473
18045,13800,95.68230736,217.2535514,124.6823074,55.95823096,42.60977253,29,121.5712441,92.57124408
18047,13800,96.74144487,188.3038023,134.7414449,48.6248054,28.44464996,38,91.56235741,53.56235741
18049,13800,186.4912837,319.1378764,282.4912837,41.56403941,11.48299698,96,132.6465927,36.64659271
18051,13800,260.9428197,745.7084243,449.9428197,65.0073928,39.662366,189,484.7656045,295.7656045
18053,13800,717.3396226,1760.74271,1297.339623,59.25925926,26.31861457,580,1043.403088,463.4030875
18055,13800,320.7335496,720.9684893,471.7335496,55.51351351,34.56946364,151,400.2349398,249.2349398
18057,15900,1071.568385,1490.678351,1344.568385,28.11538556,9.801575608,273,419.1099656,146.1099656
18059,15900,319.2,553.9578947,419.2,42.3782921,24.3263786,100,234.7578947,134.7578947
18061,14450,151.1315612,300.0979139,210.1315612,49.63924964,29.97899968,59,148.9663526,89.96635262
18063,15900,508.2988115,1023.263837,638.2988115,50.3257329,37.62128706,130,514.9650255,384.9650255
18065,13800,419.8535813,940.9503364,702.8535813,55.3798362,25.30385992,283,521.0967551,238.0967551
18067,15350,1084.198867,2124.517847,1780.198867,48.96729776,16.2069234,696,1040.31898,344.3189801
18069,14650,267.8068536,572.0672007,376.8068536,53.18611987,34.13241432,109,304.2603471,195.2603471
18071,13800,339.4176004,713.7521181,538.4176004,52.44601146,24.56518351,199,374.3345176,175.3345176
18073,13800,292.7712626,501.01215,328.7712626,41.56403941,34.37858492,36,208.2408875,172.2408875
18075,13800,132.9622642,326.3619211,180.9622642,59.25925926,44.55166107,48,193.399657,145.399657
18077,13800,303.5295836,658.0336012,541.5295836,53.87323944,17.70487363,238,354.5040175,116.5040175
18079,13800,172.4030418,335.5764259,189.4030418,48.6248054,43.55889531,17,163.173384,146.173384
18081,15900,836,1573,1193,46.85314685,24.15766052,357,737,380
18083,13800,673.2377547,1720.8266,1073.237755,60.87707182,37.63242881,400,1047.588845,647.5888452
18085,13800,386.6908491,670.9546579,513.6908491,42.3670669,23.43881317,127,284.2638087,157.2638087
18087,13800,132.9919262,261.6132257,163.9919262,49.1646778,37.31512398,31,128.6212995,97.6212995
18089,16150,8646.294399,16540.46083,12953.2944,47.72639959,21.6872218,4307,7894.166426,3587.166426
18091,13800,1347,2100,1911,35.85714286,9,564,753,189
18093,13800,309.4511133,1030.799613,516.4511133,69.9795082,49.89801055,207,721.3484995,514.3484995
18095,15900,1775.945455,3843.788995,2885.945455,53.79700975,24.91925394,1110,2067.843541,957.8435407
18097,15900,19675,29319,25537,32.89334561,12.89948498,5862,9644,3782
18099,13800,285.3091509,495.0453421,379.3091509,42.3670669,23.37890723,94,209.7361913,115.7361913
18101,13800,63.19199142,161.5216303,73.19199142,60.87707182,54.68595056,10,98.3296389,88.3296389
18103,13800,285.7888514,642.5599662,470.7888514,55.52339604,26.73230887,185,356.7711149,171.7711149
18105,14900,5978,7273,6704,17.80558229,7.82345662,726,1295,569
18107,13800,290.1334481,658.7688334,546.1334481,55.95823096,17.09786189,256,368.6353853,112.6353853
18109,15900,406.7011885,818.736163,718.7011885,50.3257329,12.21821865,312,412.0349745,100.0349745
18111,13800,146.3856313,250.506075,153.3856313,41.56403941,38.769696,7,104.1204437,97.12044374
18113,13800,274.5005767,539.9800077,454.5005767,49.1646778,15.83011033,180,265.479431,85.47943099
18115,13800,48.22790358,104.5551497,49.22790358,53.87323944,52.91680639,1,56.32724616,55.32724616
18117,13800,110.0522749,366.5905131,208.0522749,69.9795082,43.24668329,98,256.5382381,158.5382381
18119,13800,144.5398517,324.9073216,195.5398517,55.51351351,39.81672966,51,180.3674699,129.3674699
18121,13800,104.8772011,235.7506951,179.8772011,55.51351351,23.7002457,75,130.873494,55.87349398
18123,13800,117.7651681,336.5429943,256.7651681,65.0073928,23.70509196,139,218.7778263,79.77782628
18125,13800,46.79615888,133.7315583,94.79615888,65.0073928,29.11459336,48,86.93539939,38.93539939
18127,16150,1432,1984,1723,27.82258065,13.15524194,291,552,261
18129,14300,204.6988019,426.2612566,344.6988019,51.97808886,19.13438143,140,221.5624547,81.56245472
18131,13800,93.74696249,160.4268357,106.7469625,41.56403941,33.46065699,13,66.67987322,53.67987322
18133,13800,252.8493976,568.373494,375.8493976,55.51351351,33.87281399,123,315.5240964,192.5240964
18135,13800,234.4677483,525.4748714,351.4677483,55.3798362,33.11426151,117,291.0071231,174.0071231
18137,13800,209.3703433,453.9021183,249.3703433,53.87323944,45.06076679,40,244.531775,204.531775
18139,13800,158.0988593,307.7338403,205.0988593,48.6248054,33.35186695,47,149.634981,102.634981
18141,15400,4071,6748,5833,39.67101363,13.55957321,1762,2677,915
18143,14450,159.0636255,430.2220888,252.0636255,63.02755494,41.4108127,93,271.1584634,178.1584634
18145,15900,394.8545455,685.2531101,530.8545455,42.3782921,22.53161092,136,290.3985646,154.3985646
18147,13800,81.50589262,232.9231777,143.5058926,65.0073928,38.38917446,62,151.417285,89.41728503
18149,13800,229.60486,392.9170629,245.60486,41.56403941,37.49193323,16,163.3122029,147.3122029
18151,13800,215.8662053,424.6382161,313.8662053,49.1646778,26.08620858,98,208.7720108,110.7720108
18153,13800,153.524133,392.4147301,242.524133,60.87707182,38.19698538,89,238.8905971,149.8905971
18155,13800,65.45215486,141.8962747,68.45215486,53.87323944,51.75901903,3,76.44411979,73.44411979
18157,16400,5378.271607,7382.499487,6522.271607,27.14836463,11.6522579,1144,2004.22788,860.2278795
18159,15350,101.8011331,199.482153,106.8011331,48.96729776,46.46080787,5,97.68101983,92.68101983
18161,13800,65.121673,126.7570342,90.121673,48.6248054,28.90203407,25,61.63536122,36.63536122
18163,14300,3115.798116,5528.488991,4611.798116,43.64105417,16.58121915,1496,2412.690875,916.6908752
18165,13800,137.7766014,248.7665431,242.7766014,44.61610487,2.407856653,105,110.9899418,5.98994176
18167,13800,2008.615846,3626.714664,2675.615846,44.61610487,26.22480415,667,1618.098818,951.0988177
18169,13800,265.1528716,596.1625845,379.1528716,55.52339604,36.40109569,114,331.0097128,217.0097128
18171,13800,25.61816616,58.16788635,30.61816616,55.95823096,47.36242267,5,32.54972019,27.54972019
18173,14300,283.0750911,589.4772747,310.0750911,51.97862526,47.39829602,27,306.4021836,279.4021836
18175,13800,120.8305905,402.4937077,166.8305905,69.9795082,58.5507581,46,281.6631171,235.6631171
18177,13800,925.6786704,2074.574792,1567.67867,55.3798362,24.43373571,642,1148.896122,506.8961218
18179,14650,141.3333333,301.9047619,211.3333333,53.18611987,30,70,160.5714286,90.57142857
18181,13800,147.8445975,335.6917779,189.8445975,55.95823096,43.44675383,42,187.8471804,145.8471804
18183,14650,132.4174455,282.8593681,148.4174455,53.18611987,47.52959872,16,150.4419226,134.4419226
19001,13600,57.25952336,129.462188,97.25952336,55.77123774,24.8741854,40,72.20266467,32.20266467
19003,13600,26.64158379,60.23587915,45.64158379,55.77123774,24.22857535,19,33.59429537,14.59429537
19005,13600,76.30261816,246.6093166,105.3026182,69.05931243,57.29982159,29,170.3066984,141.3066984
19007,13600,190.0698067,429.7425408,302.0698067,55.77123774,29.70912162,112,239.6727341,127.6727341
19009,13600,18.33043822,63.53493881,27.33043822,71.14904247,56.98360819,9,45.20450059,36.20450059
19011,13600,188.1025771,348.3148055,238.1025771,45.99638772,31.6415572,50,160.2122284,110.2122284
19013,14100,2655,3831,3684,30.69694597,3.837118246,1029,1176,147
19015,13600,234.4240671,333.9973966,305.4240671,29.81260647,8.554955749,71,99.57332948,28.57332948
19017,13600,101.9224754,329.4124448,168.9224754,69.05931243,48.7200687,67,227.4899694,160.4899694
19019,13600,97.46684801,315.0119007,115.466848,69.05931243,63.34524259,18,217.5450527,199.5450527
19021,13600,125.3086328,455.4486847,195.3086328,72.48677249,57.11731324,70,330.1400519,260.1400519
19023,13600,69.89765386,225.9085345,79.89765386,69.05931243,64.63274217,10,156.0108807,146.0108807
19025,13600,40.4077943,181.3378867,62.4077943,77.71684945,65.58480115,22,140.9300924,118.9300924
19027,13600,119.83182,415.3478089,247.83182,71.14904247,40.33149696,128,295.5159889,167.5159889
19029,13600,111.8285611,256.2586082,192.8285611,56.36105188,24.75235762,81,144.4300471,63.43004712
19031,13600,107.9774944,198.5176294,141.9774944,45.60810811,28.48116573,34,90.54013504,56.54013504
19033,13600,537.3522836,1213.541999,924.3522836,55.72033898,23.83021897,387,676.1897158,289.1897158
19035,13600,75.78405053,262.6742993,186.7840505,71.14904247,28.89138714,111,186.8902487,75.89024872
19037,13600,52.07514451,168.3063584,77.07514451,69.05931243,54.20544699,25,116.2312139,91.23121387
19039,13600,75.15312441,169.9191218,127.1531244,55.77123774,25.16844304,52,94.76599738,42.76599738
19041,13600,114.2111893,415.1137458,286.2111893,72.48677249,31.05234596,172,300.9025565,128.9025565
19043,13600,67.11288677,216.9081945,85.11288677,69.05931243,60.76087076,18,149.7953077,131.7953077
19045,13600,585.5423856,1076.525131,907.5423856,45.60810811,15.69705535,322,490.9827457,168.9827457
19047,13600,93.02013423,322.4161074,215.0201342,71.14904247,33.30974188,122,229.3959732,107.3959732
19049,16100,434.6439109,619.262077,544.6439109,29.81260647,12.0495294,110,184.618166,74.61816604
19051,13600,44.93282042,101.5918559,75.93282042,55.77123774,25.25698073,31,56.65903546,25.65903546
19053,13600,116.9048602,264.3186339,210.9048602,55.77123774,20.20809994,94,147.4137737,53.41377369
19055,13600,119.5723931,219.8349587,176.5723931,45.60810811,19.67956593,57,100.2625656,43.26256564
19057,13600,383.477347,931.8811303,781.477347,58.84911342,16.1398035,398,548.4037833,150.4037833
19059,13600,72.82697295,264.6980363,144.826973,72.48677249,45.28596624,72,191.8710634,119.8710634
19061,13600,969.9857464,1783.327832,1453.985746,45.60810811,18.46783747,484,813.3420856,329.3420856
19063,13600,38.6098555,140.3319748,92.6098555,72.48677249,34.00659,54,101.7221193,47.72211931
19065,13600,142.5800748,460.817409,240.5800748,69.05931243,47.79275477,98,318.2373342,220.2373342
19067,13600,133.1699138,300.7473651,292.1699138,55.72033898,2.852045367,159,167.5774513,8.57745129
19069,13600,75.09581603,169.5943788,125.095816,55.72033898,26.23822975,50,94.49856276,44.49856276
19071,13600,60.42080464,138.4561435,94.42080464,56.36105188,31.80453952,34,78.03533889,44.03533889
19073,13600,50.34030794,174.4840111,108.3403079,71.14904247,37.90817435,58,124.1437031,66.14370312
19075,13600,44.83475009,144.9054743,45.83475009,69.05931243,68.36920738,1,100.0707243,99.07072425
19077,13600,43.50059218,150.7769443,59.50059218,71.14904247,60.53734048,16,107.2763522,91.27635215
19079,13600,62.8565689,282.0811571,115.8565689,77.71684945,58.92793049,53,219.2245882,166.2245882
19081,13600,53.06771,119.8466944,75.06771,55.72033898,37.36355399,22,66.77898435,44.77898435
19083,13600,184.9297625,342.439616,205.9297625,45.99638772,39.86391968,21,157.5098535,136.5098535
19085,13600,128.5193911,294.5061617,187.5193911,56.36105188,36.32751518,59,165.9867706,106.9867706
19087,13600,138.7412424,337.1524988,202.7412424,58.84911342,39.86660543,64,198.4112564,134.4112564
19089,13600,47.06256375,152.1057463,54.06256375,69.05931243,64.45725092,7,105.0431826,98.04318259
19091,13600,38.61189233,173.2784251,57.61189233,77.71684945,66.75183751,19,134.6665327,115.6665327
19093,13600,37.75523095,130.8630083,72.75523095,71.14904247,44.40351639,35,93.10777734,58.10777734
19095,13600,111.9550278,207.3102577,112.9550278,45.99638772,45.51401892,1,95.35522992,94.35522992
19097,13600,148.9219805,273.7944486,304.9219805,45.60810811,0,156,124.8724681,0
19099,13600,204.0542254,487.2894366,379.0542254,58.12463599,22.2116884,175,283.2352113,108.2352113
19101,13600,271.5851004,614.0463502,394.5851004,55.77123774,35.74017657,123,342.4612498,219.4612498
19103,16550,3884,5130,4776,24.28849903,6.900584795,892,1246,354
19105,13600,163.1733199,302.1526023,241.1733199,45.99638772,20.1816175,78,138.9792825,60.97928246
19107,13600,79.92475136,180.7076375,115.9247514,55.77123774,35.84955623,36,100.7828861,64.7828861
19109,13600,88.11242415,198.9907378,155.1124242,55.72033898,22.05043015,67,110.8783136,43.87831363
19111,13600,329.4745446,800.6499299,502.4745446,58.84911342,37.24166757,173,471.1753853,298.1753853
19113,14400,2763,4030,3763,31.43920596,6.625310174,1000,1267,267
19115,13600,60.60952826,147.2860813,71.60952826,58.84911342,51.38065482,11,86.67655301,75.67655301
19117,13600,83.50347157,188.7990242,184.5034716,55.77123774,2.275198538,101,105.2955526,4.295552639
19119,13600,26.58762505,96.63579103,66.58762505,72.48677249,31.09424124,40,70.04816599,30.04816599
19121,13600,69.11514085,165.0496479,99.11514085,58.12463599,39.94828701,30,95.93450705,65.93450705
19123,13600,273.1756427,617.6425221,435.1756427,55.77123774,29.54247365,162,344.4668793,182.4668793
19125,13600,243.0422535,580.3943662,337.0422535,58.12463599,41.9287517,94,337.3521127,243.3521127
19127,13600,601.4749874,1113.768065,789.4749874,45.99638772,29.11675129,188,512.2930773,324.2930773
19129,13600,93.46864806,214.1862994,142.4686481,56.36105188,33.48377162,49,120.7176513,71.71765132
19131,13600,49.06259981,110.8016608,60.06259981,55.72033898,45.79268996,11,61.739061,50.739061
19133,13600,54.99131465,190.6048164,77.99131465,71.14904247,59.08219104,23,135.6135018,112.6135018
19135,13600,85.09401389,192.3951961,166.0940139,55.77123774,13.67039445,81,107.3011822,26.30118221
19137,13600,118.8387097,272.3225807,194.8387097,56.36105188,28.45297323,76,153.483871,77.48387097
19139,13600,317.6973377,772.0303597,609.6973377,58.84911342,21.02676662,292,454.333022,162.333022
19141,13600,63.57910337,231.0855873,108.5791034,72.48677249,53.01346801,45,167.5064839,122.5064839
19143,13600,24.73805113,89.91330122,44.73805113,72.48677249,50.24312252,20,65.17525009,45.17525009
19145,13600,193.9474447,444.4365712,375.9474447,56.36105188,15.41032645,182,250.4891265,68.48912649
19147,13600,54.56243053,198.3134494,101.5624305,72.48677249,48.78691747,47,143.7510189,96.7510189
19149,13600,138.7094355,480.7793131,209.7094355,71.14904247,56.38135216,71,342.0698776,271.0698776
19151,13600,22.08959422,99.13137806,26.08959422,77.71684945,73.68180013,4,77.04178385,73.04178385
19153,16100,6017,8525,8432,29.41935484,1.090909091,2415,2508,93
19155,16850,1057.197173,2422.600036,1851.197173,56.36105188,23.58634751,794,1365.402863,571.4028633
19157,13600,202.1536129,374.3335018,320.1536129,45.99638772,14.47369487,118,172.1798888,54.17988883
19159,13600,52.09026084,117.7746294,82.09026084,55.77123774,30.29885871,30,65.68436855,35.68436855
19161,13600,60.73667588,210.5187525,123.7366759,71.14904247,41.22296735,63,149.7820766,86.78207659
19163,13900,2970,4280,3785,30.60747664,11.56542056,815,1310,495
19165,13600,77.77926785,178.2335991,134.7792679,56.36105188,24.38054973,57,100.4543313,43.45433128
19167,13600,103.5761393,376.4594294,227.5761393,72.48677249,39.54829617,124,272.8832901,148.8832901
19169,14250,2214.932022,3155.740527,2458.932022,29.81260647,22.08066534,244,940.8085045,696.8085045
19171,13600,131.8984336,244.2400202,138.8984336,45.99638772,43.13035455,7,112.3415867,105.3415867
19173,13600,48.90917621,110.5822856,73.90917621,55.77123774,33.16363846,25,61.6731094,36.6731094
19175,13600,148.3180709,335.3430287,251.3180709,55.77123774,25.05642002,103,187.0249578,84.02495778
19177,13600,38.17301558,86.30812535,52.17301558,55.77123774,39.55028526,14,48.13510978,34.13510978
19179,13600,487.5012197,1102.226684,801.5012197,55.77123774,27.28344984,314,614.7254645,300.7254645
19181,16100,202.7883803,484.2665493,348.7883803,58.12463599,27.97595027,146,281.478169,135.478169
19183,13600,210.3122789,389.4411319,248.3122789,45.99638772,36.23881542,38,179.128853,141.128853
19185,13600,39.76355789,89.90429724,55.76355789,55.77123774,37.97453559,16,50.14073935,34.14073935
19187,13600,223.7693853,1004.208919,596.7693853,77.71684945,40.57318414,373,780.4395339,407.4395339
19189,13600,65.08304056,146.981795,105.0830406,55.72033898,28.50608431,40,81.89875439,41.89875439
19191,13600,119.7449847,387.0146209,194.7449847,69.05931243,49.68019961,75,267.2696362,192.2696362
19193,14450,1727,2872,2761,39.86768802,3.864902507,1034,1145,111
19195,13600,44.05621207,99.49536889,62.05621207,55.72033898,37.62904468,18,55.43915682,37.43915682
19197,13600,59.26476497,265.9622338,110.264765,77.71684945,58.5411946,51,206.6974689,155.6974689
20001,12350,205.1218807,364.3797468,257.1218807,43.70656371,29.43573761,52,159.2578662,107.2578662
20003,12350,60.64014467,107.721519,68.64014467,43.70656371,36.28000672,8,47.08137433,39.08137433
20005,12350,107.464455,316.943128,218.464455,66.09345794,31.07140187,111,209.478673,98.47867298
20007,12350,15.77100681,35.38228615,24.77100681,55.42682927,29.99037227,9,19.61127933,10.61127933
20009,12350,262.8501136,589.7047691,358.8501136,55.42682927,39.14749679,96,326.8546556,230.8546556
20011,12350,238.3421338,423.3924051,342.3421338,43.70656371,19.14306215,104,185.0502712,81.05027124
20013,12350,81.3864139,240.0315956,159.3864139,66.09345794,33.59773595,78,158.6451817,80.64518168
20015,15200,529.7802255,971.6256185,795.7802255,45.47486034,18.09806057,266,441.845393,175.845393
20017,12350,23.39270153,39.94607843,30.39270153,41.43930407,23.91568154,7,16.55337691,9.553376906
